firm_id,year,treat,post,did,tfp,ln_tfp,size,age,lev,roa,province,industry,score
7,2017,1,1,1,2.6491,0.9742,10.18,11,0.11,0.0594,上海,科技,73.3
7,2018,1,1,1,2.6847,0.9876,10.18,11,0.11,0.0594,上海,科技,73.3
7,2019,1,1,1,2.6924,0.9904,10.18,11,0.11,0.0594,上海,科技,73.3
7,2020,1,1,1,2.8418,1.0444,10.18,11,0.11,0.0594,上海,科技,73.3
8,2010,1,0,0,1.927,0.656,11.29,11,0.679,0.0426,广东,服务,47.1
8,2011,1,0,0,1.8229,0.6004,11.29,11,0.679,0.0426,广东,服务,47.1
8,2012,1,0,0,1.9185,0.6516,11.29,11,0.679,0.0426,广东,服务,47.1
8,2013,1,0,0,1.7881,0.5812,11.29,11,0.679,0.0426,广东,服务,47.1
8,2014,1,0,0,2.0537,0.7196,11.29,11,0.679,0.0426,广东,服务,47.1
8,2015,1,1,1,2.2154,0.7954,11.29,11,0.679,0.0426,广东,服务,47.1
8,2016,1,1,1,2.2068,0.7915,11.29,11,0.679,0.0426,广东,服务,47.1
8,2017,1,1,1,1.9794,0.6828,11.29,11,0.679,0.0426,广东,服务,47.1
8,2018,1,1,1,2.2337,0.8037,11.29,11,0.679,0.0426,广东,服务,47.1
8,2019,1,1,1,2.2113,0.7936,11.29,11,0.679,0.0426,广东,服务,47.1
8,2020,1,1,1,2.0303,0.7082,11.29,11,0.679,0.0426,广东,服务,47.1
9,2010,0,0,0,2.1142,0.7487,5.9,16,0.7,0.0786,广东,制造,56.9
9,2011,0,0,0,2.1533,0.767,5.9,16,0.7,0.0786,广东,制造,56.9
9,2012,0,0,0,2.1354,0.7587,5.9,16,0.7,0.0786,广东,制造,56.9
9,2013,0,0,0,2.1668,0.7733,5.9,16,0.7,0.0786,广东,制造,56.9
9,2014,0,0,0,2.3051,0.8351,5.9,16,0.7,0.0786,广东,制造,56.9
9,2015,0,1,0,2.3003,0.833,5.9,16,0.7,0.0786,广东,制造,56.9
9,2016,0,1,0,1.911,0.6476,5.9,16,0.7,0.0786,广东,制造,56.9
9,2017,0,1,0,2.186,0.7821,5.9,16,0.7,0.0786,广东,制造,56.9
9,2018,0,1,0,2.2212,0.7981,5.9,16,0.7,0.0786,广东,制造,56.9
9,2019,0,1,0,2.0825,0.7336,5.9,16,0.7,0.0786,广东,制造,56.9
9,2020,0,1,0,2.2871,0.8273,5.9,16,0.7,0.0786,广东,制造,56.9
10,2010,0,0,0,2.6527,0.9756,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2011,0,0,0,2.815,1.035,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2012,0,0,0,2.7097,0.9969,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2013,0,0,0,2.7541,1.0131,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2014,0,0,0,2.9891,1.095,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2015,0,1,0,2.8071,1.0321,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2016,0,1,0,2.9275,1.0742,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2017,0,1,0,2.7142,0.9985,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2018,0,1,0,3.1076,1.1338,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2019,0,1,0,3.0016,1.0991,9.9,8,0.361,-0.0176,北京,科技,62.1
10,2020,0,1,0,2.9431,1.0795,9.9,8,0.361,-0.0176,北京,科技,62.1
11,2010,0,0,0,2.3848,0.8691,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2011,0,0,0,2.664,0.9798,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2012,0,0,0,2.5334,0.9295,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2013,0,0,0,2.5654,0.9421,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2014,0,0,0,2.5566,0.9387,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2015,0,1,0,2.5677,0.943,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2016,0,1,0,2.7152,0.9989,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2017,0,1,0,2.6914,0.99,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2018,0,1,0,2.7509,1.0119,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2019,0,1,0,2.7049,0.9951,8.31,26,0.208,0.0252,江苏,科技,60.0
11,2020,0,1,0,2.7771,1.0214,8.31,26,0.208,0.0252,江苏,科技,60.0
12,2010,1,0,0,2.319,0.8411,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2011,1,0,0,1.9593,0.6726,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2012,1,0,0,2.2621,0.8163,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2013,1,0,0,2.2928,0.8298,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2014,1,0,0,2.0908,0.7376,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2015,1,1,1,2.569,0.9435,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2016,1,1,1,2.4656,0.9024,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2017,1,1,1,2.4832,0.9095,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2018,1,1,1,2.4088,0.8791,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2019,1,1,1,2.4043,0.8773,7.56,24,0.521,0.0265,江苏,科技,67.4
12,2020,1,1,1,2.4251,0.8859,7.56,24,0.521,0.0265,江苏,科技,67.4
13,2010,1,0,0,2.6141,0.9609,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2011,1,0,0,2.5121,0.9211,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2012,1,0,0,2.4228,0.8849,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2013,1,0,0,2.6164,0.9618,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2014,1,0,0,2.6461,0.9731,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2015,1,1,1,2.7894,1.0258,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2016,1,1,1,2.8185,1.0362,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2017,1,1,1,2.7369,1.0068,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2018,1,1,1,2.6911,0.9899,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2019,1,1,1,2.7171,0.9996,8.24,25,0.184,-0.0196,浙江,制造,66.1
13,2020,1,1,1,2.6604,0.9785,8.24,25,0.184,-0.0196,浙江,制造,66.1
14,2010,1,0,0,2.4227,0.8849,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2011,1,0,0,2.4071,0.8784,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2012,1,0,0,2.1755,0.7773,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2013,1,0,0,2.3664,0.8613,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2014,1,0,0,2.6232,0.9644,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2015,1,1,1,2.6146,0.9611,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2016,1,1,1,2.7371,1.0069,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2017,1,1,1,2.582,0.9486,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2018,1,1,1,2.885,1.0595,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2019,1,1,1,2.7467,1.0104,9.33,9,0.355,0.0211,浙江,科技,79.7
14,2020,1,1,1,2.8101,1.0332,9.33,9,0.355,0.0211,浙江,科技,79.7
15,2010,0,0,0,3.2096,1.1661,11.83,5,0.771,0.0225,广东,服务,80.0
15,2011,0,0,0,3.0473,1.1142,11.83,5,0.771,0.0225,广东,服务,80.0
15,2012,0,0,0,3.0386,1.1114,11.83,5,0.771,0.0225,广东,服务,80.0
15,2013,0,0,0,3.0854,1.1267,11.83,5,0.771,0.0225,广东,服务,80.0
15,2014,0,0,0,3.1889,1.1597,11.83,5,0.771,0.0225,广东,服务,80.0
15,2015,0,1,0,3.1474,1.1466,11.83,5,0.771,0.0225,广东,服务,80.0
15,2016,0,1,0,3.1384,1.1437,11.83,5,0.771,0.0225,广东,服务,80.0
15,2017,0,1,0,3.3447,1.2074,11.83,5,0.771,0.0225,广东,服务,80.0
15,2018,0,1,0,3.2065,1.1652,11.83,5,0.771,0.0225,广东,服务,80.0
15,2019,0,1,0,3.4679,1.2435,11.83,5,0.771,0.0225,广东,服务,80.0
15,2020,0,1,0,3.267,1.1839,11.83,5,0.771,0.0225,广东,服务,80.0
16,2010,0,0,0,2.6997,0.9932,7.35,27,0.797,0.044,广东,服务,60.7
16,2011,0,0,0,2.7803,1.0226,7.35,27,0.797,0.044,广东,服务,60.7
16,2012,0,0,0,2.6315,0.9676,7.35,27,0.797,0.044,广东,服务,60.7
16,2013,0,0,0,2.6386,0.9703,7.35,27,0.797,0.044,广东,服务,60.7
16,2014,0,0,0,2.79,1.026,7.35,27,0.797,0.044,广东,服务,60.7
16,2015,0,1,0,2.8629,1.0518,7.35,27,0.797,0.044,广东,服务,60.7
16,2016,0,1,0,2.788,1.0253,7.35,27,0.797,0.044,广东,服务,60.7
16,2017,0,1,0,2.6754,0.9841,7.35,27,0.797,0.044,广东,服务,60.7
16,2018,0,1,0,2.688,0.9888,7.35,27,0.797,0.044,广东,服务,60.7
16,2019,0,1,0,2.7013,0.9937,7.35,27,0.797,0.044,广东,服务,60.7
16,2020,0,1,0,2.6872,0.9885,7.35,27,0.797,0.044,广东,服务,60.7
17,2010,1,0,0,2.4564,0.8987,10.06,12,0.64,0.0834,广东,科技,43.8
17,2011,1,0,0,2.3625,0.8597,10.06,12,0.64,0.0834,广东,科技,43.8
17,2012,1,0,0,2.1578,0.7691,10.06,12,0.64,0.0834,广东,科技,43.8
17,2013,1,0,0,2.3848,0.8691,10.06,12,0.64,0.0834,广东,科技,43.8
17,2014,1,0,0,2.4076,0.8786,10.06,12,0.64,0.0834,广东,科技,43.8
17,2015,1,1,1,2.8034,1.0308,10.06,12,0.64,0.0834,广东,科技,43.8
17,2016,1,1,1,2.4681,0.9035,10.06,12,0.64,0.0834,广东,科技,43.8
17,2017,1,1,1,2.5948,0.9535,10.06,12,0.64,0.0834,广东,科技,43.8
17,2018,1,1,1,2.8244,1.0383,10.06,12,0.64,0.0834,广东,科技,43.8
17,2019,1,1,1,2.7188,1.0002,10.06,12,0.64,0.0834,广东,科技,43.8
17,2020,1,1,1,2.7502,1.0117,10.06,12,0.64,0.0834,广东,科技,43.8
18,2010,0,0,0,2.4235,0.8852,9.03,21,0.318,0.0426,北京,服务,69.1
18,2011,0,0,0,2.4882,0.9116,9.03,21,0.318,0.0426,北京,服务,69.1
18,2012,0,0,0,2.3495,0.8542,9.03,21,0.318,0.0426,北京,服务,69.1
18,2013,0,0,0,2.5383,0.9315,9.03,21,0.318,0.0426,北京,服务,69.1
18,2014,0,0,0,2.3332,0.8472,9.03,21,0.318,0.0426,北京,服务,69.1
18,2015,0,1,0,2.5233,0.9256,9.03,21,0.318,0.0426,北京,服务,69.1
18,2016,0,1,0,2.5283,0.9276,9.03,21,0.318,0.0426,北京,服务,69.1
18,2017,0,1,0,2.4688,0.9038,9.03,21,0.318,0.0426,北京,服务,69.1
18,2018,0,1,0,2.5482,0.9354,9.03,21,0.318,0.0426,北京,服务,69.1
18,2019,0,1,0,2.5082,0.9196,9.03,21,0.318,0.0426,北京,服务,69.1
18,2020,0,1,0,2.4833,0.9096,9.03,21,0.318,0.0426,北京,服务,69.1
19,2010,1,0,0,2.0762,0.7305,9.34,27,0.581,0.0191,北京,制造,79.1
19,2011,1,0,0,2.2389,0.806,9.34,27,0.581,0.0191,北京,制造,79.1
19,2012,1,0,0,2.1116,0.7474,9.34,27,0.581,0.0191,北京,制造,79.1
19,2013,1,0,0,2.3178,0.8406,9.34,27,0.581,0.0191,北京,制造,79.1
19,2014,1,0,0,2.1485,0.7648,9.34,27,0.581,0.0191,北京,制造,79.1
19,2015,1,1,1,2.38,0.8671,9.34,27,0.581,0.0191,北京,制造,79.1
19,2016,1,1,1,2.3942,0.873,9.34,27,0.581,0.0191,北京,制造,79.1
19,2017,1,1,1,2.6091,0.959,9.34,27,0.581,0.0191,北京,制造,79.1
19,2018,1,1,1,2.5296,0.9281,9.34,27,0.581,0.0191,北京,制造,79.1
19,2019,1,1,1,2.4954,0.9145,9.34,27,0.581,0.0191,北京,制造,79.1
19,2020,1,1,1,2.5865,0.9503,9.34,27,0.581,0.0191,北京,制造,79.1
20,2010,1,0,0,1.7858,0.5799,12.01,5,0.594,0.0483,上海,制造,52.7
20,2011,1,0,0,2.0099,0.6981,12.01,5,0.594,0.0483,上海,制造,52.7
20,2012,1,0,0,1.8434,0.6116,12.01,5,0.594,0.0483,上海,制造,52.7
20,2013,1,0,0,1.8569,0.6189,12.01,5,0.594,0.0483,上海,制造,52.7
20,2014,1,0,0,1.925,0.6549,12.01,5,0.594,0.0483,上海,制造,52.7
20,2015,1,1,1,2.1297,0.756,12.01,5,0.594,0.0483,上海,制造,52.7
20,2016,1,1,1,1.8604,0.6208,12.01,5,0.594,0.0483,上海,制造,52.7
20,2017,1,1,1,1.9119,0.6481,12.01,5,0.594,0.0483,上海,制造,52.7
20,2018,1,1,1,2.1212,0.752,12.01,5,0.594,0.0483,上海,制造,52.7
20,2019,1,1,1,2.0487,0.7172,12.01,5,0.594,0.0483,上海,制造,52.7
20,2020,1,1,1,2.2713,0.8204,12.01,5,0.594,0.0483,上海,制造,52.7
21,2010,1,0,0,2.1547,0.7676,11.08,5,0.371,0.0815,广东,服务,58.4
21,2011,1,0,0,2.2413,0.8071,11.08,5,0.371,0.0815,广东,服务,58.4
21,2012,1,0,0,2.1132,0.7482,11.08,5,0.371,0.0815,广东,服务,58.4
21,2013,1,0,0,2.3847,0.8691,11.08,5,0.371,0.0815,广东,服务,58.4
21,2014,1,0,0,2.4093,0.8793,11.08,5,0.371,0.0815,广东,服务,58.4
21,2015,1,1,1,2.5557,0.9383,11.08,5,0.371,0.0815,广东,服务,58.4
21,2016,1,1,1,2.726,1.0028,11.08,5,0.371,0.0815,广东,服务,58.4
21,2017,1,1,1,2.758,1.0145,11.08,5,0.371,0.0815,广东,服务,58.4
21,2018,1,1,1,2.6411,0.9712,11.08,5,0.371,0.0815,广东,服务,58.4
21,2019,1,1,1,2.4647,0.9021,11.08,5,0.371,0.0815,广东,服务,58.4
21,2020,1,1,1,2.7599,1.0152,11.08,5,0.371,0.0815,广东,服务,58.4
22,2010,0,0,0,2.6663,0.9807,12.67,5,0.549,0.0207,北京,科技,57.0
22,2011,0,0,0,2.7536,1.0129,12.67,5,0.549,0.0207,北京,科技,57.0
22,2012,0,0,0,2.5589,0.9396,12.67,5,0.549,0.0207,北京,科技,57.0
22,2013,0,0,0,2.8963,1.0634,12.67,5,0.549,0.0207,北京,科技,57.0
22,2014,0,0,0,2.6195,0.963,12.67,5,0.549,0.0207,北京,科技,57.0
22,2015,0,1,0,2.8103,1.0333,12.67,5,0.549,0.0207,北京,科技,57.0
22,2016,0,1,0,2.5867,0.9504,12.67,5,0.549,0.0207,北京,科技,57.0
22,2017,0,1,0,2.6824,0.9867,12.67,5,0.549,0.0207,北京,科技,57.0
22,2018,0,1,0,2.947,1.0808,12.67,5,0.549,0.0207,北京,科技,57.0
22,2019,0,1,0,2.7893,1.0258,12.67,5,0.549,0.0207,北京,科技,57.0
22,2020,0,1,0,2.9194,1.0714,12.67,5,0.549,0.0207,北京,科技,57.0
23,2010,1,0,0,2.5127,0.9214,9.69,8,0.108,0.0227,北京,科技,42.1
23,2011,1,0,0,2.6796,0.9857,9.69,8,0.108,0.0227,北京,科技,42.1
23,2012,1,0,0,2.5395,0.932,9.69,8,0.108,0.0227,北京,科技,42.1
23,2013,1,0,0,2.4051,0.8776,9.69,8,0.108,0.0227,北京,科技,42.1
23,2014,1,0,0,2.5229,0.9254,9.69,8,0.108,0.0227,北京,科技,42.1
23,2015,1,1,1,2.8283,1.0397,9.69,8,0.108,0.0227,北京,科技,42.1
23,2016,1,1,1,2.8327,1.0412,9.69,8,0.108,0.0227,北京,科技,42.1
23,2017,1,1,1,2.6565,0.977,9.69,8,0.108,0.0227,北京,科技,42.1
23,2018,1,1,1,2.7608,1.0155,9.69,8,0.108,0.0227,北京,科技,42.1
23,2019,1,1,1,2.795,1.0278,9.69,8,0.108,0.0227,北京,科技,42.1
23,2020,1,1,1,2.8366,1.0426,9.69,8,0.108,0.0227,北京,科技,42.1
24,2010,1,0,0,1.8811,0.6319,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2011,1,0,0,1.8911,0.6371,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2012,1,0,0,2.0611,0.7232,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2013,1,0,0,2.0848,0.7347,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2014,1,0,0,2.0093,0.6978,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2015,1,1,1,2.1547,0.7677,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2016,1,1,1,2.2279,0.8011,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2017,1,1,1,2.1523,0.7665,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2018,1,1,1,2.1392,0.7605,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2019,1,1,1,2.1799,0.7793,8.61,6,0.246,0.0668,江苏,服务,66.9
24,2020,1,1,1,2.2304,0.8022,8.61,6,0.246,0.0668,江苏,服务,66.9
25,2010,1,0,0,2.0043,0.6953,9.55,25,0.468,0.0434,上海,科技,54.1
25,2011,1,0,0,2.081,0.7329,9.55,25,0.468,0.0434,上海,科技,54.1
25,2012,1,0,0,1.8693,0.6256,9.55,25,0.468,0.0434,上海,科技,54.1
25,2013,1,0,0,2.0506,0.7181,9.55,25,0.468,0.0434,上海,科技,54.1
25,2014,1,0,0,2.0461,0.7159,9.55,25,0.468,0.0434,上海,科技,54.1
25,2015,1,1,1,2.2722,0.8208,9.55,25,0.468,0.0434,上海,科技,54.1
25,2016,1,1,1,2.2568,0.8139,9.55,25,0.468,0.0434,上海,科技,54.1
25,2017,1,1,1,2.1327,0.7574,9.55,25,0.468,0.0434,上海,科技,54.1
25,2018,1,1,1,2.1718,0.7756,9.55,25,0.468,0.0434,上海,科技,54.1
25,2019,1,1,1,2.321,0.842,9.55,25,0.468,0.0434,上海,科技,54.1
25,2020,1,1,1,2.4409,0.8924,9.55,25,0.468,0.0434,上海,科技,54.1
26,2010,0,0,0,1.8298,0.6042,10.48,20,0.215,0.0694,广东,科技,71.5
26,2011,0,0,0,1.9342,0.6597,10.48,20,0.215,0.0694,广东,科技,71.5
26,2012,0,0,0,1.8199,0.5988,10.48,20,0.215,0.0694,广东,科技,71.5
26,2013,0,0,0,1.9103,0.6472,10.48,20,0.215,0.0694,广东,科技,71.5
26,2014,0,0,0,1.8049,0.5905,10.48,20,0.215,0.0694,广东,科技,71.5
26,2015,0,1,0,1.8833,0.633,10.48,20,0.215,0.0694,广东,科技,71.5
26,2016,0,1,0,1.7532,0.5614,10.48,20,0.215,0.0694,广东,科技,71.5
26,2017,0,1,0,1.7008,0.5311,10.48,20,0.215,0.0694,广东,科技,71.5
26,2018,0,1,0,2.0495,0.7176,10.48,20,0.215,0.0694,广东,科技,71.5
26,2019,0,1,0,1.8767,0.6295,10.48,20,0.215,0.0694,广东,科技,71.5
26,2020,0,1,0,1.9497,0.6677,10.48,20,0.215,0.0694,广东,科技,71.5
27,2010,0,0,0,1.8958,0.6396,10.35,29,0.216,0.0496,广东,服务,73.3
27,2011,0,0,0,2.0394,0.7126,10.35,29,0.216,0.0496,广东,服务,73.3
27,2012,0,0,0,2.0038,0.6951,10.35,29,0.216,0.0496,广东,服务,73.3
27,2013,0,0,0,2.1346,0.7583,10.35,29,0.216,0.0496,广东,服务,73.3
27,2014,0,0,0,2.162,0.771,10.35,29,0.216,0.0496,广东,服务,73.3
27,2015,0,1,0,2.1689,0.7742,10.35,29,0.216,0.0496,广东,服务,73.3
27,2016,0,1,0,2.1806,0.7796,10.35,29,0.216,0.0496,广东,服务,73.3
27,2017,0,1,0,2.3345,0.8478,10.35,29,0.216,0.0496,广东,服务,73.3
27,2018,0,1,0,2.09,0.7372,10.35,29,0.216,0.0496,广东,服务,73.3
27,2019,0,1,0,2.2113,0.7936,10.35,29,0.216,0.0496,广东,服务,73.3
27,2020,0,1,0,2.35,0.8544,10.35,29,0.216,0.0496,广东,服务,73.3
28,2010,0,0,0,2.4232,0.8851,7.83,25,0.685,0.071,浙江,服务,72.8
28,2011,0,0,0,2.5541,0.9377,7.83,25,0.685,0.071,浙江,服务,72.8
28,2012,0,0,0,2.7412,1.0084,7.83,25,0.685,0.071,浙江,服务,72.8
28,2013,0,0,0,2.6762,0.9844,7.83,25,0.685,0.071,浙江,服务,72.8
28,2014,0,0,0,2.6649,0.9802,7.83,25,0.685,0.071,浙江,服务,72.8
